id,kmeans_basicos,kmeans_superficie,kmeans_metroscubiertos,kmeans_fechas,kmeans_latlng
91825,4,0,1,8,1
123025,0,1,0,6,3
110004,2,7,2,2,1
241949,1,7,2,1,1
225438,0,4,1,4,1
284034,4,4,4,3,1
241937,1,4,1,2,1
1976,4,6,5,9,3
233685,1,5,3,5,1
1527,2,1,2,6,1
3221,4,6,4,10,2
136871,0,7,2,6,3
144952,3,7,2,9,3
4609,2,1,0,1,1
80025,0,7,2,5,1
128421,3,1,0,8,6
149879,4,5,3,10,1
79049,2,1,0,2,1
153519,2,7,2,10,1
130215,0,1,0,8,1
63068,4,0,5,1,6
231636,2,1,0,10,0
237547,0,0,5,8,6
100528,2,1,0,5,1
62730,2,1,0,10,1
42690,4,0,5,4,1
271681,1,7,5,7,6
143725,1,4,3,7,1
20830,2,6,5,10,1
142453,0,1,0,10,1
171544,0,6,5,2,1
232768,0,6,5,6,1
173679,1,6,4,0,1
199424,0,7,2,3,1
76493,0,1,0,10,1
165038,3,1,0,8,1
4378,0,6,5,5,6
125465,4,6,5,5,1
208459,4,6,5,0,1
78770,0,7,2,2,7
109224,2,1,0,10,3
274403,1,6,5,2,1
184145,2,7,2,6,3
201327,2,1,0,10,1
200837,1,0,5,10,1
237183,0,1,0,5,7
100659,0,6,2,9,4
247939,2,1,0,2,1
74110,3,7,2,9,1
17677,0,7,2,0,1
67919,1,5,3,1,7
186814,4,0,5,1,6
62123,2,7,2,4,1
179128,5,4,1,6,1
217845,0,1,0,6,1
5972,4,5,3,6,1
116954,0,1,0,2,1
79960,0,7,5,10,6
291104,2,1,0,9,1
246193,0,1,0,2,3
12145,3,0,1,7,6
290286,0,1,0,8,1
212162,2,7,2,2,1
55466,3,7,0,9,7
94396,4,2,1,7,1
52920,2,0,5,3,1
143858,0,1,0,9,1
188686,0,7,2,0,3
100877,2,7,2,3,1
144159,4,0,1,10,1
16325,5,5,3,3,1
43801,3,0,2,6,4
149347,3,1,0,4,1
56475,0,1,0,1,1
110074,3,2,1,1,4
55172,0,1,0,5,1
157486,4,0,1,1,1
143295,2,7,2,10,3
5321,0,7,2,7,2
216322,0,7,2,5,1
212546,0,1,0,1,1
161570,4,7,5,4,4
123989,4,4,3,5,6
238337,3,5,3,9,7
182333,4,0,5,10,1
70715,4,6,5,0,1
250663,4,0,1,10,6
161342,4,6,5,3,4
251416,0,1,0,1,1
94337,1,7,2,1,1
109704,2,1,0,0,1
268772,1,0,1,4,3
111327,0,1,0,0,1
38143,2,6,5,7,1
39494,4,4,1,1,1
102124,2,7,2,8,1
250069,2,1,0,4,0
208268,4,5,3,3,4
166399,4,0,5,10,3
4501,1,6,5,1,1
165119,0,7,2,1,1
245705,0,0,5,9,1
233667,4,4,3,4,2
20280,5,7,2,1,1
59058,4,4,3,5,3
278941,4,4,3,6,1
59017,4,6,5,3,3
291049,0,7,5,2,4
69738,1,2,5,10,6
38340,4,3,4,1,1
202164,1,3,4,10,1
280453,4,0,1,1,2
260728,3,4,1,9,6
55846,2,1,0,6,1
4545,0,6,5,0,2
60426,4,0,5,4,1
279001,4,6,5,3,1
878,3,3,4,0,1
141799,4,7,5,2,2
131492,3,6,5,8,1
181444,1,3,4,0,5
208109,2,7,2,8,6
143187,0,6,5,1,1
155408,4,4,3,8,1
76237,0,6,5,1,6
23066,0,0,1,3,1
143050,1,3,4,4,1
299920,2,1,0,5,3
192103,4,4,3,2,1
257614,1,6,5,3,1
115183,5,6,5,4,1
225062,1,4,1,8,1
225958,0,7,2,8,5
227708,0,7,2,1,6
100517,3,1,0,0,1
81813,0,1,0,8,1
20370,4,3,4,4,1
41314,0,7,2,0,1
281879,0,6,5,8,3
133728,0,1,0,1,1
71493,0,7,2,7,1
59355,2,1,2,10,4
122483,4,3,4,4,2
115462,2,1,0,10,1
134803,1,6,5,6,1
193676,3,6,5,7,6
281680,1,5,3,9,1
170,0,7,2,7,1
194182,4,4,1,10,6
237931,2,7,2,0,1
195003,3,6,5,7,7
259305,2,1,0,9,1
147123,0,6,5,8,4
100205,3,7,2,1,6
298891,1,5,3,8,1
104553,2,7,2,6,1
283609,1,2,2,5,6
209071,5,0,5,7,1
205005,2,6,5,3,6
36316,0,0,1,7,6
194159,4,3,4,1,3
227408,2,1,0,0,1
82397,2,1,0,10,1
46457,0,6,5,2,7
272358,0,6,5,7,6
250155,2,6,5,0,1
32753,2,6,5,6,1
58007,4,4,1,9,1
178133,0,6,5,4,7
167542,0,6,5,2,3
140053,4,6,5,0,4
172742,0,7,0,9,5
250542,2,6,5,1,1
208484,3,7,2,7,5
218257,2,1,0,1,1
153577,0,1,0,2,1
207183,0,7,2,3,1
197755,4,0,1,7,1
17832,0,6,5,6,3
60322,2,1,0,2,1
294361,0,7,2,0,6
9893,3,4,3,8,2
58592,1,0,5,3,2
19526,0,1,0,2,1
35143,0,1,2,6,3
288656,4,3,4,6,1
132491,0,1,0,2,1
228187,2,7,0,2,7
92435,2,7,2,10,7
233180,4,0,1,2,1
258195,2,1,0,6,1
157491,4,3,4,1,6
258047,1,6,5,8,6
100106,0,7,2,0,5
112278,2,7,2,3,1
217561,1,3,4,8,2
132142,1,0,1,0,6
205620,2,7,2,6,6
45293,4,6,5,3,6
147373,4,0,1,4,1
98627,1,6,5,5,3
139515,4,7,2,1,3
260421,4,0,5,8,2
225044,0,7,2,8,6
83083,0,7,2,7,5
188630,2,0,1,1,3
282918,0,1,0,5,1
219139,4,4,3,3,6
660,4,0,5,10,1
163921,0,6,5,2,5
88311,0,1,0,2,2
774,1,4,3,8,1
176707,2,7,2,2,1
109416,2,7,2,8,3
72875,4,0,5,8,1
132033,3,4,1,6,6
75138,0,7,2,1,1
266105,1,5,3,0,1
268973,0,1,2,2,4
27815,0,7,2,3,5
139168,2,7,2,9,1
288171,1,6,5,2,1
22276,0,7,2,3,7
180649,4,0,1,5,1
115356,0,1,2,3,2
213034,1,0,5,7,1
93795,0,7,2,4,7
47903,2,6,2,5,1
50364,0,1,0,0,1
291725,2,7,2,2,1
288975,2,6,5,9,1
154239,2,1,0,7,1
26168,0,6,5,5,1
215673,2,7,2,6,3
63484,4,6,4,10,1
135904,0,7,0,10,6
289415,0,6,5,10,1
191063,2,1,0,10,1
248675,5,1,0,5,1
150010,3,7,2,7,1
4421,1,7,2,1,3
88928,0,1,0,5,1
116423,4,0,1,9,4
124699,1,0,1,7,3
226815,0,0,1,2,6
38212,4,6,5,10,3
19319,3,1,0,3,1
180384,0,1,0,3,1
261326,1,5,3,9,1
204405,0,0,5,2,1
18218,0,6,5,10,6
88457,4,5,3,9,3
42950,5,5,3,10,6
71716,0,1,0,6,1
107307,1,3,4,6,6
298215,4,3,4,10,1
92248,4,4,1,2,6
13696,0,1,0,9,3
219375,3,0,5,10,1
269691,2,6,5,9,1
163224,2,7,2,10,1
96329,1,3,4,2,3
209138,0,0,1,10,2
201173,4,0,5,2,1
99212,3,6,2,7,3
268810,1,4,1,0,0
161497,0,7,2,1,4
103670,2,1,0,9,1
224417,3,5,3,3,1
39836,0,7,2,10,6
12510,2,1,0,8,1
216150,0,6,5,10,4
255320,1,3,4,2,1
118783,1,6,5,9,1
32809,0,6,5,3,1
297052,0,6,5,3,3
82795,1,0,1,1,6
138377,1,2,5,6,4
229837,0,7,2,0,5
75763,0,7,2,5,7
2512,3,5,3,7,1
62521,0,7,2,10,4
237818,0,1,0,5,3
152292,2,1,2,0,1
278403,4,4,3,9,3
11879,5,1,0,2,1
158513,4,0,5,10,3
237726,4,0,1,8,4
64742,4,0,1,4,2
31955,0,1,0,8,1
63762,2,1,0,0,1
297301,4,4,3,0,6
253803,0,7,2,2,1
78453,1,6,5,3,3
107082,0,6,5,0,6
2130,2,7,5,2,3
289423,4,6,5,2,3
84978,0,7,2,2,2
208299,0,7,2,8,1
11565,5,0,5,2,4
98108,0,7,2,6,1
97086,2,0,1,8,5
153280,4,5,3,5,5
169196,0,6,5,9,4
139589,0,1,0,3,1
182799,4,0,1,10,1
126367,1,0,5,2,1
71708,1,5,3,10,1
21776,0,7,2,7,1
277567,0,1,0,7,1
244819,1,4,3,3,1
148617,0,6,5,9,4
111579,0,1,0,6,1
175439,1,6,5,2,3
64658,3,5,3,7,6
53635,1,4,1,0,1
55713,0,6,5,9,1
116635,3,6,5,6,1
61335,1,6,5,6,1
280443,4,6,2,2,1
251822,0,7,2,2,7
21252,1,6,5,5,3
33145,1,5,3,3,1
184641,4,4,3,9,6
279183,2,0,5,2,1
129843,0,6,5,3,1
34607,4,6,2,2,6
261220,2,7,2,7,1
170594,4,0,5,3,4
166214,0,7,2,1,1
277163,4,0,1,1,6
139622,2,1,0,8,1
166394,1,4,1,1,5
102678,4,6,5,0,1
280664,2,1,0,7,1
97013,1,4,1,3,1
188359,4,4,1,10,6
194676,1,4,1,2,1
121663,0,1,0,3,1
153590,4,5,3,6,5
239439,2,6,5,4,1
291696,0,1,0,2,1
63553,4,0,5,3,1
270260,3,6,5,1,1
231223,4,0,5,5,3
201234,0,1,0,2,2
209471,0,7,0,6,1
70588,4,4,1,4,0
190785,2,1,0,4,1
233364,3,0,1,2,6
154538,4,5,3,0,1
68859,0,7,2,2,1
246608,4,3,4,10,6
296281,4,2,1,0,3
41595,2,1,0,6,1
201732,4,4,1,5,1
251152,2,6,5,4,6
3539,1,6,4,2,1
206114,0,6,5,1,2
268239,4,6,5,1,6
233080,2,1,0,6,1
40790,2,6,5,3,1
72025,2,7,2,2,3
57552,4,2,1,1,4
167118,0,7,2,9,1
184600,0,1,0,6,6
284830,0,7,2,10,1
130927,2,7,2,7,1
26302,0,7,2,10,1
280686,0,1,2,2,1
186896,0,1,0,8,3
163648,4,5,3,4,2
81040,1,6,2,6,6
289813,0,7,2,7,3
91293,1,6,5,1,6
52686,1,5,3,10,1
223123,2,7,2,4,3
47090,5,6,2,2,1
297202,4,6,5,10,6
151106,4,5,3,0,1
37250,5,1,0,0,1
265478,2,1,0,2,1
172919,3,6,5,7,2
179524,3,1,0,5,1
239086,0,7,2,0,5
63985,2,1,0,4,1
22311,2,7,2,2,2
125932,0,7,0,8,1
22139,4,6,5,3,1
174097,1,3,4,4,1
84845,1,3,4,6,1
109465,4,4,1,8,1
284948,2,7,2,0,6
65434,2,7,2,8,1
22171,2,6,2,8,3
88364,4,5,3,4,4
249718,0,1,0,1,1
76423,0,7,2,6,1
156197,3,6,5,4,1
217135,4,4,1,8,6
122828,0,7,2,6,1
84395,4,0,1,4,1
79501,2,1,0,4,1
226196,4,5,3,1,1
106936,0,7,2,2,1
56254,3,3,4,5,1
203175,2,1,0,3,1
225367,1,5,3,3,3
249569,2,6,2,7,4
222573,0,6,5,2,6
152929,4,6,4,2,1
50398,4,6,4,10,1
224663,0,6,5,5,6
68933,2,7,5,9,6
61384,0,1,0,1,1
43483,4,0,5,1,6
141480,3,5,3,9,1
191774,4,2,1,3,4
231960,4,2,1,10,1
159751,5,4,1,5,1
186414,0,7,2,5,6
272167,3,0,4,4,1
36712,0,1,0,9,6
246704,0,6,2,7,6
273624,0,6,5,4,6
148502,0,6,2,2,6
227196,4,0,4,7,3
272103,4,7,2,1,1
202126,0,6,5,2,1
120856,4,4,3,10,1
149894,1,0,1,9,4
108308,4,0,1,4,1
98472,4,4,1,6,3
632,2,7,2,7,1
234569,4,5,3,8,6
50824,4,2,1,5,6
288751,2,7,2,7,1
299307,4,0,1,0,2
296098,4,6,5,9,3
75945,2,0,5,5,6
135643,2,7,2,3,1
2898,1,7,2,5,6
299080,2,1,0,7,3
67729,0,2,2,0,5
218799,0,1,0,1,1
299274,1,7,2,8,1
122933,1,0,1,10,1
270379,4,4,1,1,3
270447,4,4,4,1,1
3077,2,1,0,1,1
14001,4,4,1,0,6
142168,1,0,1,0,1
268791,2,1,0,6,1
117094,0,7,2,4,5
175744,2,1,0,1,1
245018,4,4,3,0,1
27748,5,1,0,1,0
186396,0,6,5,2,2
145840,1,0,1,4,1
165607,2,1,0,4,1
134448,5,1,0,8,3
6669,5,6,5,7,6
6155,4,0,5,1,1
149070,0,6,5,8,1
168291,4,5,3,0,4
167322,0,1,0,0,1
284431,4,5,3,9,1
146378,0,7,2,7,4
96899,1,7,2,9,6
256478,2,1,0,0,1
173591,3,7,2,10,2
138251,4,5,3,3,6
274480,4,6,5,5,6
10585,1,4,3,5,1
269465,0,7,2,4,6
104807,0,7,2,6,6
237607,2,1,0,0,1
112464,2,1,0,3,3
114384,4,0,1,1,1
143500,2,7,2,5,2
246603,1,0,1,4,1
96636,0,7,2,1,0
288969,2,6,2,2,1
123309,4,4,1,3,1
195450,4,6,5,10,1
117910,3,0,1,1,4
239971,0,6,5,2,1
94104,3,6,5,6,3
247695,2,1,2,0,1
47604,2,3,4,4,1
58462,2,6,4,4,1
288688,4,5,3,9,1
93788,0,1,0,5,6
295134,2,1,0,7,1
229943,1,6,4,6,1
286123,2,1,0,2,1
178477,0,7,2,3,1
255741,0,7,2,6,1
233034,2,1,0,7,1
271555,0,7,0,8,5
270716,3,1,0,7,1
1707,0,1,0,6,1
294352,5,1,0,9,1
193649,0,7,2,7,1
194974,1,0,1,10,1
139557,0,1,0,9,1
289769,4,6,5,10,3
162034,0,6,5,10,1
206421,0,7,2,4,1
197678,0,6,2,8,1
157965,1,6,5,2,3
99617,0,0,1,2,1
161076,1,6,5,5,3
27446,2,1,0,1,1
62474,0,0,1,10,1
122566,4,0,1,10,3
203692,2,7,2,1,1
292125,2,7,2,1,1
16181,2,6,5,0,6
86185,0,6,5,8,1
208808,3,4,3,3,1
265157,0,7,2,6,5
131688,1,7,2,4,2
126757,4,5,3,2,1
160646,2,7,2,5,1
298409,1,3,4,1,1
173585,3,3,4,10,2
270499,2,1,2,3,3
232994,0,1,0,5,1
47560,1,5,3,9,4
144261,2,7,2,0,0
32625,4,5,3,3,3
246679,0,1,0,1,1
64522,2,1,0,1,1
205323,1,3,4,9,1
59454,4,3,4,0,1
215015,2,6,5,10,1
257120,2,6,5,8,1
235110,2,7,2,5,0
253261,0,7,0,4,1
269687,4,0,1,10,5
33032,2,6,5,0,6
233323,0,7,0,5,0
231828,0,7,2,8,1
222110,0,7,2,2,1
87452,4,4,1,3,1
70240,0,1,0,8,5
134494,4,4,1,3,1
70535,2,7,2,7,1
283371,4,0,1,4,7
72793,2,6,5,0,1
34631,2,7,2,6,1
23937,2,7,2,7,3
186711,4,0,1,2,4
107607,1,3,4,9,1
299194,0,1,0,1,3
172375,2,1,0,6,1
252899,4,4,3,9,4
172133,4,4,4,2,1
224669,0,7,2,7,1
242050,4,5,3,2,1
139129,1,3,4,1,1
137674,0,6,5,2,1
35778,1,5,3,5,3
278885,0,1,0,10,4
228618,4,4,3,9,1
156913,4,5,3,10,1
140976,4,4,1,0,6
61211,1,2,1,8,4
180117,0,6,5,1,3
276281,4,0,1,0,1
95954,2,6,5,1,1
176017,0,7,0,2,0
198483,3,6,2,5,4
185181,1,2,5,2,1
15260,2,1,0,4,1
225379,2,6,2,3,7
110568,1,2,1,10,1
270938,4,0,1,4,1
92397,0,1,0,8,3
269858,3,0,1,3,6
219069,5,3,4,3,1
84290,1,0,5,3,1
89145,2,7,2,2,6
291130,4,0,1,6,6
262686,1,5,3,7,6
285797,4,5,3,3,1
228371,4,2,1,6,4
192966,5,6,2,2,1
67992,1,3,4,8,1
225646,0,6,4,5,3
124524,2,7,2,7,1
33917,0,7,2,10,6
22162,2,1,0,9,1
252045,2,1,0,7,6
182806,4,4,1,5,6
57710,0,6,5,9,2
12297,2,7,2,9,6
294441,0,7,2,7,1
243920,1,5,3,1,1
46054,1,0,1,5,2
140903,4,4,3,1,2
113439,0,0,5,4,1
239861,0,1,0,1,1
66466,2,7,2,0,6
254893,0,6,5,5,3
235225,3,4,1,8,4
2302,4,3,4,3,1
8854,1,3,4,1,2
234653,4,0,4,6,1
56370,2,6,5,2,1
216702,2,1,2,2,1
69485,0,7,2,5,3
116273,2,1,0,7,1
63759,0,7,0,7,3
187713,1,5,3,5,2
85715,2,1,0,5,6
271990,4,5,3,0,1
64047,1,4,3,9,1
237342,0,7,2,10,1
291928,0,1,0,9,1
195661,3,0,5,0,1
87173,0,6,5,8,1
199884,0,7,2,8,1
192100,0,7,2,8,1
277263,4,4,1,2,7
16937,0,7,2,6,1
252073,4,2,1,3,1
158120,2,1,2,5,1
244113,2,7,2,0,1
54587,1,5,3,4,1
93504,0,7,2,1,2
84016,1,6,5,5,1
247094,0,1,0,10,0
165650,1,4,1,4,1
106735,0,6,5,0,1
183454,0,1,2,8,3
20564,3,4,1,4,4
244605,0,0,1,5,6
224366,2,1,0,7,1
285642,4,3,4,2,1
110571,0,6,5,6,1
199911,4,5,3,6,1
121777,4,0,1,3,6
204742,0,0,5,0,1
77052,2,1,0,0,1
247232,3,4,1,9,2
4982,2,1,0,2,7
236393,4,5,3,0,6
13068,0,1,0,3,6
29154,1,0,1,0,1
200145,2,7,2,2,1
124930,2,7,2,3,7
142112,4,0,5,8,6
6999,1,5,3,6,1
224835,0,6,5,8,1
276155,3,6,5,9,3
103902,0,1,0,6,1
34002,1,4,1,4,1
276230,4,2,1,0,7
165831,0,6,5,2,2
176676,4,3,4,9,2
271501,2,7,2,7,1
149251,2,1,0,6,3
256542,0,7,2,3,2
298725,0,6,5,3,1
134171,0,6,2,3,3
34868,2,6,5,7,1
192725,4,5,3,9,1
252645,4,5,3,5,1
211124,4,6,5,3,1
129643,2,6,2,1,1
187406,2,6,2,10,3
276502,0,1,0,4,1
149483,1,3,4,9,1
32748,0,6,5,0,1
47615,3,6,5,7,3
287048,0,7,2,3,1
273352,1,3,4,1,1
244798,4,0,5,10,6
187833,0,1,0,1,1
51116,2,6,5,1,1
125834,3,1,0,7,1
132036,2,6,5,4,5
201136,0,6,5,4,5
200766,1,4,3,1,1
54117,2,6,2,8,1
175168,2,1,0,5,1
55899,4,5,3,3,1
146111,2,1,0,9,1
115900,2,1,0,4,1
72783,4,5,3,2,6
290045,4,0,1,3,2
191608,3,0,5,2,7
102114,2,6,5,5,3
101479,1,7,2,3,1
243033,0,1,0,8,7
223625,0,7,2,10,1
206744,0,7,2,3,6
147036,0,6,2,0,6
126091,1,4,3,10,1
265843,2,7,2,5,6
60895,0,1,0,10,1
35451,0,6,5,0,4
10725,2,1,0,3,1
52026,0,7,0,9,7
141161,4,0,5,8,1
82822,0,7,2,10,3
87475,0,1,0,4,1
30402,4,5,3,6,1
123048,3,1,0,4,1
108965,4,4,3,4,2
121188,3,5,3,9,1
176329,4,2,5,8,4
103412,3,1,2,2,7
78360,1,3,4,6,1
68130,2,7,2,10,6
33603,1,4,3,8,1
171647,1,2,5,0,1
270054,0,1,0,6,7
293544,4,4,3,0,4
157604,2,7,2,0,1
266113,0,7,2,1,1
78595,2,1,0,5,1
137467,2,7,2,5,1
219084,4,0,5,8,3
215582,0,7,2,9,6
1057,3,4,1,7,1
39529,4,4,1,3,1
266916,2,0,1,10,1
94795,2,0,5,0,6
229535,3,6,5,1,6
22636,1,0,5,2,1
253632,0,6,4,2,1
234714,2,7,2,6,4
184007,3,5,3,2,1
63274,0,1,0,1,1
32415,3,5,3,8,6
50327,1,5,3,8,3
179429,0,7,2,8,1
111809,2,7,2,3,3
210935,2,1,0,9,1
159421,4,5,1,8,6
14420,1,3,4,8,1
179334,1,4,3,3,1
28838,1,4,1,2,6
214690,5,1,0,3,1
81155,2,1,0,6,1
103754,1,0,5,10,1
249505,2,6,5,1,2
16247,2,1,0,7,1
129250,4,6,5,10,5
36427,4,4,1,2,6
56695,2,6,5,8,3
104350,0,1,0,1,3
75806,1,5,3,2,1
148171,3,2,1,2,1
264940,0,7,0,2,7
132194,1,0,5,3,6
104022,0,7,2,2,1
88162,1,4,3,10,1
222438,0,1,0,3,3
8251,0,6,5,1,2
88473,0,6,5,8,4
237899,3,6,5,3,1
65895,0,6,5,8,4
108920,2,6,4,1,1
177377,0,7,2,10,1
64746,1,7,2,4,1
207406,2,0,1,2,1
173931,0,1,0,7,3
180372,0,6,5,5,7
152315,0,7,2,8,2
1741,5,0,5,9,6
195344,1,2,5,10,1
291535,0,1,0,3,1
65365,3,1,0,1,1
84060,0,1,0,2,1
1002,4,0,5,1,1
277254,4,0,5,6,1
65278,2,7,2,2,1
272556,4,5,3,0,1
216058,2,7,2,8,1
87786,0,1,0,6,1
204624,4,4,1,5,2
243075,4,4,3,3,1
77023,3,4,1,8,1
196293,0,7,2,10,4
58852,4,3,4,9,1
111658,4,5,3,5,2
126606,0,1,0,2,0
116484,0,1,0,4,3
68507,4,3,4,7,2
118865,0,6,2,3,1
244253,0,1,0,8,1
260942,2,6,5,6,1
42161,0,7,2,2,6
208496,1,4,1,3,1
84279,5,1,0,10,1
95015,4,4,3,2,1
81400,1,3,4,9,1
171956,2,6,5,2,2
65481,0,7,2,7,7
263598,4,3,4,1,5
282073,0,1,0,2,1
180413,0,1,0,5,1
33160,3,7,0,0,1
104322,1,4,1,5,1
1534,0,1,0,6,6
125294,2,1,0,7,1
6382,2,7,2,0,3
72548,1,4,1,10,1
257730,1,5,3,2,3
179491,3,7,2,0,1
184375,4,6,5,4,1
157954,3,6,2,2,1
157490,0,1,0,3,1
141651,4,4,1,3,6
298922,4,2,1,1,7
74133,0,7,2,8,1
244452,0,6,5,5,1
205357,0,7,2,8,2
171391,2,7,2,7,3
180651,2,1,0,10,3
256327,4,6,5,9,1
247756,0,6,5,10,1
159177,3,0,5,1,3
141689,2,6,2,7,1
119333,0,7,2,5,2
66407,1,5,3,2,1
109374,1,2,1,2,6
53593,4,5,3,10,2
72137,0,1,0,4,1
181659,4,0,1,7,1
5241,1,4,1,4,6
190789,0,7,2,5,6
84145,0,7,2,1,2
79464,2,1,0,4,2
207230,1,6,5,9,1
232812,0,1,0,0,1
221124,2,6,5,8,2
277179,3,4,1,4,1
188093,4,6,5,1,3
232780,2,7,2,1,1
92662,0,7,2,4,1
72817,2,7,2,6,2
121273,1,0,5,6,3
24340,2,7,2,7,1
213534,0,6,2,2,5
160918,4,4,3,1,1
290638,4,0,1,5,1
215749,4,0,4,1,1
153007,4,0,1,1,1
2680,5,7,5,7,6
22290,2,7,2,3,1
94311,4,5,3,8,1
72742,2,7,2,5,1
166516,2,6,5,10,1
52698,4,6,5,8,4
52619,2,6,5,4,1
130586,0,1,0,1,6
226153,4,5,3,8,2
103795,2,7,2,3,1
109685,2,7,2,1,3
9456,0,1,0,8,0
72865,4,6,5,6,4
249429,1,4,3,4,1
254910,2,6,5,5,1
165270,5,7,0,6,7
197608,2,6,5,8,3
174332,0,7,2,0,1
38449,1,0,1,9,1
148890,1,0,4,2,1
274289,0,1,0,3,1
33280,1,4,1,3,1
55559,2,1,0,9,1
216570,4,4,1,4,1
75023,0,1,0,5,1
213750,1,6,5,0,1
215860,0,6,5,10,2
