id,palabra_nbsp,palabra_recamaras,palabra_patio
208484,0,0,0
218257,0,0,0
153577,0,0,0
207183,0,1,1
197755,0,1,1
17832,0,0,0
60322,0,0,0
294361,0,0,0
9893,0,0,1
58592,0,0,0
19526,4,0,0
35143,0,0,0
288656,0,0,0
132491,23,0,0
228187,5,1,0
92435,0,0,0
233180,0,0,0
258195,0,0,1
157491,0,0,0
258047,0,0,0
100106,0,2,4
112278,0,1,0
217561,0,1,1
132142,5,0,1
205620,0,1,0
45293,0,0,0
147373,0,0,0
98627,0,1,1
139515,0,1,0
260421,0,1,0
225044,0,0,0
83083,0,0,0
188630,0,0,0
282918,0,0,0
219139,0,1,0
660,2,0,0
163921,0,2,0
88311,0,1,1
774,0,0,0
176707,0,1,0
109416,0,1,1
72875,0,0,0
132033,0,1,0
75138,0,0,0
266105,0,0,0
268973,2,1,0
27815,0,1,0
139168,0,0,0
288171,0,0,0
22276,0,0,0
180649,0,1,0
115356,0,0,0
213034,0,0,0
93795,1,1,0
47903,0,0,0
50364,2,1,0
291725,0,1,0
288975,0,1,0
154239,0,1,0
26168,0,0,0
215673,0,1,0
63484,0,2,2
135904,0,0,0
289415,0,0,0
191063,0,2,1
248675,0,1,0
150010,3,1,0
4421,0,0,0
88928,0,1,0
116423,0,1,0
124699,3,1,1
226815,0,0,0
38212,0,0,0
19319,0,0,0
180384,0,1,0
261326,0,0,1
204405,0,0,0
18218,0,2,0
88457,0,0,0
42950,0,0,2
71716,0,0,0
107307,0,1,0
298215,0,1,0
92248,0,1,0
13696,0,0,1
219375,0,1,1
269691,0,0,0
163224,0,1,1
96329,0,0,0
209138,0,1,0
201173,0,0,0
99212,0,1,0
268810,4,1,1
161497,0,0,1
103670,1,0,1
224417,0,0,0
39836,0,0,0
12510,0,0,0
216150,0,1,1
255320,0,1,0
118783,1,1,0
32809,0,0,0
297052,0,0,0
82795,0,0,0
138377,0,0,0
229837,0,1,1
75763,0,1,1
2512,0,0,0
62521,0,0,0
237818,0,1,1
152292,0,1,1
278403,0,0,0
11879,0,0,0
158513,0,1,0
237726,0,1,0
64742,0,2,1
31955,0,1,0
63762,0,0,0
297301,0,0,0
253803,0,1,1
78453,0,0,0
107082,0,2,0
2130,0,1,1
289423,0,2,0
84978,1,1,0
208299,0,1,0
11565,0,0,1
98108,0,0,0
97086,0,0,0
153280,0,1,0
169196,0,0,0
139589,0,0,0
182799,0,0,0
126367,0,0,0
71708,0,0,0
21776,3,0,0
277567,0,1,0
244819,0,0,0
148617,0,2,1
111579,0,0,0
175439,0,1,2
64658,0,0,0
53635,0,0,0
55713,1,0,0
116635,0,1,0
61335,0,0,0
280443,0,1,0
251822,0,1,0
21252,0,0,0
33145,0,0,0
184641,0,0,0
279183,0,0,0
129843,0,0,0
34607,0,0,0
261220,3,0,0
170594,0,0,0
166214,0,0,0
277163,0,0,0
139622,0,0,0
166394,0,0,0
102678,0,0,0
280664,0,1,0
97013,0,0,0
188359,0,0,0
194676,0,1,1
121663,0,0,1
153590,0,0,0
239439,0,1,0
291696,0,1,0
63553,0,1,0
270260,0,1,0
231223,0,0,0
201234,0,0,1
209471,0,1,1
70588,0,0,1
190785,0,2,0
233364,0,0,0
154538,0,0,0
68859,0,1,0
246608,0,1,0
296281,0,0,0
41595,0,0,0
201732,0,0,0
251152,0,0,0
3539,0,1,0
206114,0,0,0
268239,0,1,0
233080,0,1,0
40790,0,0,0
72025,0,0,1
57552,0,1,0
167118,7,0,0
184600,0,0,1
284830,0,0,0
130927,0,1,0
26302,0,0,0
280686,0,1,1
186896,0,0,0
163648,0,1,0
81040,0,0,2
289813,0,0,0
91293,0,1,0
52686,0,1,1
223123,0,0,0
47090,0,0,0
297202,0,0,0
151106,0,0,0
37250,0,0,0
265478,0,0,0
172919,0,1,0
179524,0,0,1
239086,0,0,1
63985,0,1,1
22311,1,1,0
125932,0,0,0
22139,0,0,1
174097,0,0,0
84845,0,2,0
109465,0,0,0
284948,0,0,0
65434,0,1,0
22171,0,0,0
88364,0,0,0
249718,0,1,1
76423,0,1,0
156197,0,2,0
217135,0,0,0
122828,0,0,0
84395,0,0,0
79501,0,0,0
226196,0,0,0
106936,0,1,0
56254,0,0,0
203175,0,0,0
225367,0,0,0
249569,0,0,0
222573,0,0,0
152929,0,0,0
50398,0,0,0
224663,0,0,1
68933,0,0,0
61384,0,0,0
43483,0,1,0
141480,0,0,0
191774,5,0,0
231960,0,0,0
159751,0,1,1
186414,0,0,0
272167,0,0,0
36712,0,0,0
246704,0,0,0
273624,0,1,1
148502,0,0,0
227196,0,0,0
272103,0,0,1
202126,0,0,0
120856,0,1,1
149894,0,1,0
108308,0,1,0
98472,0,0,0
632,0,1,1
234569,0,0,0
50824,0,2,1
288751,0,1,1
299307,0,0,1
296098,0,1,1
75945,0,0,0
135643,0,1,0
2898,0,0,1
299080,0,0,0
67729,0,1,1
218799,0,1,1
299274,0,0,0
122933,0,0,0
270379,0,0,0
270447,0,2,1
3077,0,1,0
14001,0,0,0
142168,10,1,0
268791,0,1,0
117094,0,1,0
175744,0,0,0
245018,0,0,1
27748,0,1,0
186396,0,0,0
145840,0,0,0
165607,0,0,1
134448,0,0,0
6669,1,1,1
6155,0,1,0
149070,0,0,1
168291,0,0,0
167322,0,0,0
284431,0,0,0
146378,0,0,0
96899,0,0,0
256478,0,1,0
173591,0,0,1
138251,0,0,0
274480,0,0,0
10585,0,0,0
269465,0,1,1
104807,0,2,0
237607,0,0,1
112464,0,1,2
114384,0,0,0
143500,0,0,0
246603,0,0,0
96636,0,1,0
288969,0,0,0
123309,0,0,0
195450,0,0,0
117910,0,0,0
239971,0,0,0
94104,0,0,0
247695,0,0,0
47604,0,1,0
58462,2,0,0
288688,0,0,1
93788,0,0,0
295134,0,0,0
229943,0,0,1
286123,0,0,0
178477,0,1,0
255741,0,0,0
233034,0,1,0
271555,0,0,0
270716,0,0,0
1707,0,1,0
294352,0,0,0
193649,0,1,0
194974,0,0,0
139557,0,0,0
289769,0,0,0
162034,0,1,0
206421,0,1,0
197678,0,0,0
157965,0,0,0
99617,0,0,0
161076,0,0,0
27446,0,1,1
62474,0,0,0
122566,0,0,0
203692,0,1,0
292125,0,0,0
16181,14,1,0
86185,0,0,0
208808,0,1,0
265157,0,0,0
131688,0,2,0
126757,0,1,0
160646,0,1,0
298409,0,0,0
173585,0,0,0
270499,0,1,0
232994,0,1,0
47560,0,0,0
144261,2,0,1
32625,0,0,0
246679,0,1,0
64522,0,1,0
205323,2,1,0
59454,0,0,1
215015,0,1,1
257120,0,1,0
235110,0,1,0
253261,0,0,0
269687,0,0,0
33032,0,0,0
233323,0,0,0
231828,0,0,0
222110,0,1,0
87452,0,0,0
70240,0,0,0
134494,0,1,0
70535,4,0,1
283371,0,1,1
72793,0,0,0
34631,0,0,0
23937,0,0,1
186711,0,1,0
107607,0,0,0
299194,0,1,1
172375,0,0,1
252899,0,0,1
172133,0,0,0
224669,0,0,0
242050,1,0,0
139129,0,1,0
137674,0,0,0
35778,0,0,1
278885,0,0,0
228618,6,1,0
156913,0,0,0
140976,0,0,0
61211,0,0,0
180117,0,0,0
276281,0,0,0
95954,0,0,0
176017,0,1,0
198483,0,1,0
185181,7,0,1
15260,0,1,0
225379,0,1,1
110568,0,0,0
270938,0,0,0
92397,0,1,0
269858,0,1,0
219069,0,1,0
84290,0,0,0
89145,0,0,0
291130,0,0,0
262686,0,1,1
285797,0,0,0
228371,0,4,0
192966,2,0,0
67992,0,1,0
225646,0,0,0
124524,0,1,0
33917,0,0,0
22162,0,0,0
252045,0,0,0
182806,0,0,0
57710,0,1,0
12297,0,0,0
294441,0,0,0
243920,0,0,0
46054,0,2,1
140903,0,1,1
113439,0,1,1
239861,0,0,0
66466,2,2,1
254893,0,1,0
235225,0,1,0
2302,0,0,0
8854,0,0,1
234653,0,1,0
56370,1,1,0
216702,0,0,0
69485,0,1,1
116273,0,1,0
63759,0,0,0
187713,0,0,1
85715,0,1,1
271990,0,0,0
64047,0,1,0
237342,0,1,0
291928,0,0,0
195661,2,0,1
87173,0,1,2
199884,0,1,0
192100,0,0,0
277263,0,0,0
16937,0,1,0
252073,0,0,0
158120,0,0,0
244113,8,1,1
54587,0,1,0
93504,0,0,0
84016,0,1,0
247094,0,1,0
165650,0,0,0
106735,0,1,1
183454,0,0,0
20564,0,1,0
244605,0,0,0
224366,10,0,0
285642,0,1,0
110571,0,1,0
199911,0,0,0
121777,0,1,0
204742,0,1,0
77052,2,1,1
247232,0,0,0
4982,5,1,0
236393,0,1,0
13068,0,0,0
29154,0,0,0
200145,0,0,0
124930,0,1,0
142112,0,0,0
6999,0,1,0
224835,0,1,0
276155,0,0,0
103902,0,0,0
34002,0,1,1
276230,0,0,0
165831,0,0,0
176676,0,0,0
271501,1,0,0
149251,0,0,0
256542,0,1,0
298725,0,1,1
134171,0,1,2
34868,0,1,0
192725,0,0,0
252645,0,0,0
211124,0,1,0
129643,0,1,1
187406,0,0,0
276502,0,0,1
149483,0,1,1
32748,0,0,0
47615,0,0,0
287048,0,0,0
273352,0,1,0
244798,0,2,1
187833,0,1,0
51116,0,1,1
125834,0,1,0
132036,0,1,1
201136,0,1,1
200766,0,0,1
54117,0,0,0
175168,0,0,2
55899,0,0,0
146111,1,1,0
115900,0,1,0
72783,0,0,0
290045,0,0,0
191608,0,1,1
102114,0,0,0
101479,0,1,0
243033,0,1,0
223625,0,0,0
206744,0,0,0
147036,0,1,1
126091,0,1,0
265843,0,0,0
60895,0,0,0
35451,0,2,0
10725,0,0,0
52026,2,1,0
141161,0,0,0
82822,0,1,1
87475,0,0,0
30402,0,0,0
123048,0,0,0
108965,0,2,1
121188,0,0,0
176329,0,0,0
103412,0,0,0
78360,0,1,0
68130,0,0,1
33603,0,0,0
171647,18,0,1
270054,0,1,0
293544,0,0,0
157604,0,0,0
266113,0,0,0
78595,0,1,0
137467,0,1,0
219084,0,0,1
215582,0,0,0
1057,0,0,0
39529,0,0,1
266916,0,0,0
94795,0,0,0
229535,0,1,0
22636,0,1,0
253632,0,1,0
234714,0,0,0
184007,0,0,0
63274,0,0,0
32415,0,0,0
50327,0,0,0
179429,0,1,0
111809,0,1,1
210935,1,0,1
159421,0,0,0
14420,0,0,1
179334,0,1,0
28838,0,0,0
214690,0,1,0
81155,0,1,0
103754,0,0,0
249505,0,1,0
16247,0,0,1
129250,0,0,0
36427,0,0,0
56695,0,0,1
104350,0,1,2
75806,10,0,1
148171,0,0,0
264940,0,0,0
132194,0,1,0
104022,0,0,0
88162,0,1,1
222438,0,1,1
8251,0,0,0
88473,0,1,0
237899,0,1,0
65895,0,1,0
108920,0,1,0
177377,0,1,1
64746,0,1,0
207406,0,0,0
173931,0,0,1
180372,0,0,0
152315,0,1,1
1741,1,0,0
195344,0,0,0
291535,0,0,0
65365,0,1,0
84060,0,0,0
1002,0,0,0
277254,0,0,0
65278,0,0,0
272556,0,0,0
216058,0,0,0
87786,0,0,0
204624,2,0,0
243075,0,0,0
77023,0,0,0
196293,0,0,0
58852,0,0,2
111658,0,1,0
126606,7,0,0
116484,0,0,0
68507,2,0,0
118865,0,0,1
244253,0,1,0
260942,0,0,1
42161,3,1,1
208496,0,0,0
84279,0,0,1
95015,0,0,0
81400,0,0,0
171956,0,2,0
65481,0,1,0
263598,0,1,0
282073,0,1,1
180413,0,0,0
33160,0,1,0
104322,0,0,0
1534,0,1,0
125294,0,0,0
6382,0,1,1
72548,0,0,0
257730,0,1,0
179491,0,1,1
184375,0,1,0
157954,0,0,0
157490,0,1,1
141651,0,0,1
298922,6,0,1
74133,0,0,1
244452,0,1,1
205357,0,0,0
171391,0,1,0
180651,0,0,0
256327,0,3,0
247756,0,0,0
159177,0,0,0
141689,3,0,1
119333,0,1,1
66407,0,0,0
109374,0,1,0
53593,0,0,0
72137,0,0,0
181659,0,0,0
5241,0,0,0
190789,0,1,0
84145,0,1,0
79464,0,1,0
207230,1,0,0
232812,2,0,0
221124,0,0,0
277179,0,0,0
188093,0,0,0
232780,0,1,0
92662,0,1,0
72817,0,0,0
121273,0,0,0
24340,0,1,0
213534,0,1,1
160918,0,0,0
290638,0,2,0
215749,0,1,1
153007,1,0,0
2680,0,1,0
22290,0,0,0
94311,0,0,0
72742,0,2,0
166516,0,0,0
52698,0,0,0
52619,0,1,0
130586,0,0,0
226153,0,0,0
103795,0,0,0
109685,0,0,2
9456,0,0,0
72865,0,2,0
249429,0,1,0
254910,0,0,1
165270,0,0,0
197608,0,1,1
174332,0,1,1
38449,2,0,0
148890,1,2,1
274289,0,0,1
33280,0,1,0
55559,80,0,0
216570,0,0,0
75023,0,0,0
213750,2,0,0
215860,0,0,0
132348,0,1,0
167123,0,1,0
34551,0,1,0
57809,0,0,0
163943,0,1,1
280003,0,0,0
118348,0,1,1
180731,0,1,0
278156,7,1,0
61393,0,1,0
239928,0,1,0
162268,128,1,0
65130,0,0,1
282110,0,0,0
142808,0,1,1
289923,0,1,0
81691,0,0,1
252947,0,0,0
288853,0,1,0
76211,0,1,0
259847,0,1,0
189901,0,1,0
248798,0,1,1
231204,0,0,0
72967,0,0,1
228603,5,0,0
7492,0,1,2
272782,0,2,1
272332,0,0,0
26388,0,1,0
242165,0,0,0
19950,0,0,0
87818,0,1,0
22626,0,0,0
35355,0,2,1
184994,0,0,0
116282,0,0,0
25810,0,0,0
238393,0,0,0
19360,0,1,0
290364,0,0,0
173521,0,0,1
126475,0,1,2
206728,0,0,1
99766,0,1,0
108268,0,0,0
95104,0,0,0
57770,0,0,0
12086,0,1,0
47386,1,1,1
196538,0,0,0
295832,0,0,0
295670,0,1,0
261101,62,1,0
57936,0,1,0
298478,0,0,0
80228,0,1,0
263451,0,1,1
90953,0,0,2
30360,0,0,0
106865,0,4,0
237192,0,1,0
197111,0,0,0
53249,0,0,0
103458,0,1,1
240847,0,0,0
241678,0,1,1
45700,0,1,1
164557,0,1,0
129292,1,1,0
224908,0,0,0
219628,0,0,0
88934,0,0,0
77403,0,0,0
237564,0,0,1
164906,0,1,0
295704,0,1,0
102814,0,0,0
23240,0,1,1
123457,0,0,0
233135,0,0,0
136486,0,0,0
298996,0,0,0
190305,2,1,0
264697,0,0,0
36621,0,0,0
230369,0,1,0
8302,0,0,0
20973,0,1,1
115743,0,0,0
80082,0,0,0
176674,0,0,0
242082,0,0,0
165014,0,0,0
111079,0,0,1
125307,0,0,0
164147,0,1,0
107684,0,1,0
268398,0,1,0
102550,0,0,0
287189,0,1,1
118017,0,0,0
98248,0,1,0
109139,0,0,0
294853,0,0,0
121961,0,0,0
195949,0,2,0
177791,0,0,0
186850,0,0,0
109553,0,1,0
284573,0,0,0
156779,0,0,1
74519,0,0,0
128988,0,0,1
74759,0,1,0
158659,0,1,0
89848,0,0,0
48213,0,1,2
274598,0,1,0
290255,0,0,0
156848,0,1,0
152230,0,0,0
141815,0,0,0
244137,9,0,1
251616,0,1,0
35190,0,2,0
28796,0,0,0
241081,0,1,1
41754,0,1,0
47995,12,1,0
43979,1,1,0
73431,0,0,0
57195,0,0,0
298,0,1,0
206533,0,1,0
120929,0,1,1
250303,1,1,0
226555,0,1,0
198633,0,0,1
53862,1,0,0
223027,0,1,0
71806,3,1,0
239932,0,1,0
42303,0,0,0
65034,0,0,0
143766,0,0,0
92433,0,2,0
119260,0,0,0
247358,0,0,0
41612,0,1,0
82022,0,1,0
251031,0,0,1
286627,0,0,1
119964,0,0,1
110815,0,0,0
189095,12,2,0
260271,0,1,1
90011,0,1,0
272202,2,0,0
194136,0,0,1
248084,0,0,0
132060,0,0,0
80678,0,1,1
268977,0,1,1
53212,0,0,0
189237,0,0,0
58439,0,0,0
160573,1,1,0
98413,0,0,0
89774,0,0,0
98551,0,1,1
24159,1,0,0
15615,0,0,0
100399,0,1,1
225481,0,0,0
228706,0,0,0
197268,0,0,0
284855,157,0,0
158491,0,0,0
94654,0,1,0
246302,0,0,0
154484,0,0,0
123330,0,0,0
62851,0,1,0
199528,0,0,0
43673,0,0,0
165213,0,1,0
168161,2,1,0
231102,0,0,0
187481,1,1,1
118851,0,1,0
171741,0,1,0
40993,0,0,0
94205,0,0,0
185627,0,2,1
261958,0,1,1
76404,0,1,0
245826,0,0,0
157820,0,0,0
178069,0,2,0
116649,0,1,0
66916,2,0,0
12173,0,0,0
229090,0,2,2
187170,0,0,0
293731,0,0,0
50169,0,1,0
28627,0,1,0
243054,0,0,0
248211,0,1,0
130802,21,2,0
27851,0,1,0
120968,0,0,0
57912,0,0,0
194837,0,1,1
268255,0,1,1
81542,0,0,0
36461,0,0,0
229779,0,0,0
204911,0,1,0
166367,0,1,0
107361,0,1,0
79910,0,1,1
248923,0,0,1
153659,0,1,1
287585,0,2,0
262456,0,0,0
259049,0,1,0
123005,0,0,1
229314,0,0,2
187411,0,0,1
200519,0,0,0
554,0,0,1
40811,0,1,1
197998,0,0,0
33552,0,0,0
181146,0,2,0
50719,0,1,1
245331,0,1,1
50172,0,0,0
191436,0,1,0
69511,0,0,0
36092,0,2,2
186347,0,0,0
84740,0,1,0
150769,0,0,0
287771,0,0,0
93154,0,0,0
159394,0,0,0
200152,0,1,0
132426,2,1,0
181915,0,0,0
190381,0,0,0
170383,0,1,0
155745,0,0,0
44028,0,0,1
277835,0,1,0
293067,14,0,0
91033,0,0,0
151341,1,1,0
283233,0,0,0
73639,0,0,0
182749,0,0,0
136072,0,1,1
121709,0,0,0
178727,0,0,0
246265,0,1,1
166152,0,1,0
158535,1,0,0
151624,0,0,0
136868,0,1,0
288126,0,0,0
124885,0,0,0
41654,0,1,0
130050,0,0,1
31086,0,0,0
155415,0,0,0
3940,0,1,0
108280,0,1,0
282438,0,1,0
29753,0,1,0
180567,0,0,0
46314,0,0,1
113740,0,0,0
233338,0,2,0
21822,0,1,0
120438,0,0,0
71448,1,0,0
191874,0,1,1
259154,0,1,0
105330,0,1,0
18032,0,1,0
292924,0,1,0
52553,0,0,1
181369,0,1,1
212915,0,1,0
295408,0,1,0
132960,0,1,1
125576,0,0,1
179835,1,0,0
249887,0,1,1
225795,0,0,1
215039,2,1,0
235036,0,0,0
216615,0,0,1
99802,0,1,0
294554,0,0,0
219863,0,1,0
82310,0,2,0
48834,0,0,0
50354,0,0,0
197891,7,0,0
271224,0,0,0
283864,0,0,0
234418,0,0,0
215195,0,0,0
289087,0,0,0
90775,0,0,0
294462,0,0,0
233995,1,1,0
187156,0,1,0
207520,0,1,2
297691,0,1,1
161709,0,1,0
11162,0,1,0
5865,0,1,0
111239,0,1,0
61828,0,0,0
141371,0,1,0
229624,0,0,0
93151,0,2,1
149313,0,0,0
223983,0,1,0
143657,0,1,0
202050,0,0,0
140203,1,1,0
96267,0,2,0
10967,0,0,0
260225,0,0,1
283171,0,0,1
228271,0,0,0
175820,0,0,0
62418,1,0,0
203366,0,1,1
71767,0,0,0
212804,0,0,1
173675,0,1,0
268310,0,0,1
234130,0,1,0
141970,0,1,0
110355,0,1,0
228297,0,0,1
202035,0,1,0
204191,0,1,1
63729,0,1,1
268910,0,1,0
177360,0,1,0
70952,0,0,0
173555,0,0,0
231326,0,0,0
229884,0,0,1
292195,0,2,0
270863,0,0,0
67732,0,1,1
90695,1,0,0
132689,0,1,1
226642,0,0,0
147729,0,0,0
173359,0,1,0
232889,0,1,0
146431,0,0,0
263555,0,0,0
290268,0,1,0
43656,0,0,0
90863,1,1,1
204539,0,1,0
8160,0,0,0
143198,0,0,0
281828,7,0,0
89895,0,0,0
131766,0,1,0
132620,0,0,0
223532,0,0,0
114788,0,1,0
238467,0,1,1
163162,0,0,0
184653,0,0,0
39490,0,1,1
25454,0,0,1
31112,0,1,0
221367,0,0,1
207280,0,0,1
232743,0,0,0
11479,0,1,0
257560,0,1,0
48334,0,0,0
186173,0,0,0
134250,0,0,0
204061,0,1,0
162724,0,0,0
293375,0,1,0
277918,0,0,0
175954,0,0,0
23526,0,1,1
247213,0,1,0
253982,0,0,0
291784,0,1,0
78712,0,0,1
185139,0,1,1
7092,1,0,0
181610,0,1,1
215670,0,1,1
11616,0,1,1
111083,0,1,0
219196,0,0,0
206739,0,0,0
13754,0,0,0
284271,0,0,1
217518,0,1,1
134407,0,0,0
13212,4,1,0
118301,2,0,1
249219,0,0,0
23210,0,0,0
117110,0,0,0
47073,0,1,0
65576,0,1,0
232608,0,1,0
197528,206,0,0
166836,0,0,0
259470,0,0,0
52418,0,0,0
78212,0,1,0
4058,0,0,0
210937,0,0,0
276737,0,0,0
111998,0,1,0
152743,0,0,0
291408,0,0,0
144053,0,0,0
45207,0,1,1
126226,0,0,0
252203,0,1,0
242508,0,0,0
110313,0,0,0
175520,4,0,0
3669,0,0,1
277899,0,1,0
27485,0,1,0
282480,0,0,0
141717,0,0,0
11854,0,0,0
155455,0,1,0
174757,0,1,0
131334,0,2,1
127682,2,1,0
88026,0,1,0
4709,0,1,1
188017,0,0,0
21126,0,2,0
276557,0,0,0
75972,0,0,0
30792,0,0,0
273774,0,0,0
151758,0,1,0
57968,0,0,0
101843,0,1,1
139993,0,0,0
110783,0,1,0
68962,0,1,0
47824,0,0,0
138517,0,0,0
88580,0,0,0
75971,0,2,0
298760,0,0,0
144305,0,0,0
61311,0,0,0
69045,0,0,0
231929,0,1,1
248730,0,1,0
232469,0,0,0
